Id,CustomerLocationId,MarketplaceDistributorId,Code,CreatedDate,ModifiedDate,Deleted,DeletedDate,DeletedUser,borrado
177,177,16,10121,"April 22, 2025, 1:16 PM","April 22, 2025, 1:16 PM",,"January 1, 2000, 12:00 AM",,0
178,178,9,8975,"April 22, 2025, 8:15 PM","April 22, 2025, 8:15 PM",,"January 1, 2000, 12:00 AM",,0
183,158,21,9999,"April 23, 2025, 5:27 PM","April 23, 2025, 5:27 PM",,"January 1, 2000, 12:00 AM",,0
185,182,20,57,"April 28, 2025, 7:12 PM","April 28, 2025, 7:12 PM",,"January 1, 2000, 12:00 AM",,0
186,183,24,1094,"April 29, 2025, 6:48 PM","April 29, 2025, 6:48 PM",,"January 1, 2000, 12:00 AM",,0
187,"10,316",21,1111,"April 30, 2025, 11:32 AM","April 30, 2025, 11:32 AM",,"January 1, 2000, 12:00 AM",,0
189,"10,318",19,401,"May 6, 2025, 10:58 PM","May 6, 2025, 10:58 PM",,"January 1, 2000, 12:00 AM",,0
191,"10,320",25,200095,"May 8, 2025, 3:39 PM","May 8, 2025, 3:39 PM",,"January 1, 2000, 12:00 AM",,0
234,163,23,1111,"May 9, 2025, 7:10 PM","May 9, 2025, 7:10 PM",,"January 1, 2000, 12:00 AM",,0
241,"10,326",22,102558,"May 15, 2025, 1:56 PM","May 15, 2025, 1:56 PM",,"January 1, 2000, 12:00 AM",,0
263,"10,333",32,13544,"May 29, 2025, 4:49 PM","May 29, 2025, 4:49 PM",,"January 1, 2000, 12:00 AM",,0
265,"10,337",21,40268,"June 6, 2025, 12:03 PM","June 6, 2025, 12:03 PM",,"January 1, 2000, 12:00 AM",,0
266,"10,338",34,2842,"June 6, 2025, 1:48 PM","June 6, 2025, 1:48 PM",,"January 1, 2000, 12:00 AM",,0
269,"10,341",10,2525,"June 9, 2025, 9:30 PM","June 9, 2025, 9:30 PM",,"January 1, 2000, 12:00 AM",,0
270,"10,342",10,8523,"June 9, 2025, 9:46 PM","June 9, 2025, 9:46 PM",,"January 1, 2000, 12:00 AM",,0
272,"10,345",18,4438,"June 25, 2025, 1:14 PM","June 25, 2025, 1:14 PM",,"January 1, 2000, 12:00 AM",,0
273,"10,346",9,9808,"June 30, 2025, 1:51 PM","June 30, 2025, 1:51 PM",,"January 1, 2000, 12:00 AM",,0
275,"10,346",22,107450,"June 30, 2025, 1:52 PM","June 30, 2025, 1:52 PM",,"January 1, 2000, 12:00 AM",,0
279,"10,353",36,3926,"July 7, 2025, 4:04 PM","July 7, 2025, 4:04 PM",,"January 1, 2000, 12:00 AM",,0
190,"10,319",26,4140,"May 7, 2025, 6:03 PM","October 7, 2025, 6:03 PM",,"January 1, 2000, 12:00 AM",,0
"2,431","90,024",34,5868,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,438","82,120",44,104119,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,403","88,566",11,8089,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,404","81,946",45,18776,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,405","83,898",22,109256,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,406","83,228",45,32989,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,407","90,564",45,28023,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,408","88,038",11,8918,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,409","88,561",34,4746,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,410","88,472",45,34197,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,411","83,444",11,117049,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,412","87,992",45,11267,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,413","87,325",45,27906,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,414","84,322",22,102695,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,415","83,228",22,107450,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,416","82,432",12,486822,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,418","90,219",12,9993501,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,419","82,445",12,4785101,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,421","89,775",10,z1070,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,422","90,007",42,3491,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,423","89,550",42,2479,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,424","89,552",42,3375,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,425","88,725",42,250,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,426","88,730",42,2239,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,427","88,729",45,14076,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,428","90,091",45,33978,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,429","90,090",42,3504,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,430","88,728",42,2479,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,432","82,101",45,35219,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,433","82,104",45,28109,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,434","86,284",22,102941,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,435","84,168",36,3975,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,436","90,149",44,105929,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,437","85,330",44,105823,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,439","84,937",45,22186,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,440","88,477",18,4478,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,441","89,608",35,15261,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,442","90,548",45,25343,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,443","88,671",34,5478,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,444","83,894",45,29312,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,445","83,838",21,27458,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,446","88,809",45,14231,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,447","82,019",25,300142,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,449","82,260",45,16168,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,450","82,260",12,1732601,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,451","82,103",45,24838,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,452","82,127",25,250271,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,453","86,594",11,5498,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,454","85,679",36,3915,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,455","86,594",43,6206,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,456","90,238",10,z1331,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,457","83,423",45,21464,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,459","87,694",10,Z 1359,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,460","82,102",45,16319,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,461","89,828",10,1083,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,462","87,613",25,251312,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,463","89,829",45,12365,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,464","86,732",45,23974,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,465","87,968",34,2060,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,466","82,553",11,151757,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,467","86,055",45,29245,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,468","84,918",45,35129,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,469","84,921",45,31656,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,470","82,162",25,208476,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,471","87,048",36,2078,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,472","84,138",25,251197,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,473","83,401",42,3456,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,474","89,378",45,21167,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,475","82,182",25,202305,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,476","83,091",25,251447,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,477","82,258",25,250108,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,478","86,589",25,251490,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,479","85,423",36,1711,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,480","83,040",25,250385,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,481","88,820",10,953,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,482","89,574",11,4568,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,483","84,543",45,13371,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,484","82,013",25,208375,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,485","90,188",11,12587,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,486","83,692",34,5374,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,487","87,005",11,4502,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,489","88,686",10,41159,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,490","90,404",11,9431,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,491","88,759",10,934,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,492","87,874",36,2799,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,493","88,445",34,2600,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,494","84,259",25,150910,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,495","90,112",25,105884,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,496","90,309",25,151499,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,497","88,181",25,151431,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,498","90,114",25,107672,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,499","90,111",25,108273,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,500","88,180",25,151311,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,501","84,920",45,36183,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,502","89,808",18,4988,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,503","84,919",45,15595,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,504","89,374",11,109457,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,505","87,883",45,20952,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,506","89,829",10,z1087,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,507","89,829",45,11393,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,508","90,487",10,992,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,509","87,274",11,8884,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,510","84,816",45,19010,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,511","88,371",45,13382,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,512","84,454",36,436,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,513","82,713",45,25345,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,514","89,829",45,10240,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,515","84,576",10,149,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,516","87,511",18,4739,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,517","87,913",12,534601,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,518","88,647",10,874,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,519","88,980",11,9089,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,520","83,520",45,32052,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,521","86,269",36,2814,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,522","90,512",10,6297,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,523","88,156",45,13368,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,524","86,531",11,109442,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,525","86,225",36,4077,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,526","83,080",44,106065,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,527","83,296",45,24503,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,528","90,302",45,36509,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,529","87,707",22,105775,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,531","87,059",45,28084,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,533","87,667",36,3938,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,534","82,320",45,14185,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,535","86,442",36,2847,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,536","82,965",34,2842,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,538","86,996",10,Z173,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,539","88,601",10,Z 848,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,540","88,861",45,27993,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,541","90,352",10,Z770,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,542","83,686",25,251546,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,543","87,365",45,34632,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,545","87,562",21,100637,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,546","89,802",10,1068,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,547","89,927",10,Z1108,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,548","87,738",25,200517,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,550","85,163",10,722,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,551","89,426",10,Z866,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,552","87,459",34,5393,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,553","85,943",11,111184,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,554","89,314",10,164,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,555","89,956",24,4231,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,556","88,647",45,12284,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,557","88,557",45,12517,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,558","87,982",45,18657,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,559","90,325",45,11710,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,560","90,580",45,33661,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,562","87,647",10,A1339,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,563","90,277",34,5542,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,564","86,942",45,18810,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,565","82,911",45,10773,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,568","84,388",25,208937,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,569","89,905",45,27688,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,570","87,805",34,2572,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,571","89,805",18,5286,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,572","85,843",45,25853,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,573","85,012",45,29952,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,574","82,478",45,15154,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,575","84,889",45,14646,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,576","90,156",32,67041,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,577","89,405",45,27882,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,578","90,031",32,44016,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
"2,579","85,844",45,19233,"August 1, 2025, 11:23 AM","August 1, 2025, 11:23 AM",,"January 1, +1000000000, 12:00 AM",,0
