grupo_consolidacion_id,location_id,is_master,criterio_agrupacion,dominio,emails,confianza,requiere_revision,alerta,locations_en_grupo,usuarios_en_grupo,codigos_compartidos,taxids_unicos,pedidos_total,distancia_max_metros
CORP_0001,100792,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
CORP_0001,100895,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
CORP_0001,101004,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
CORP_0001,127,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
CORP_0001,163,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
CORP_0001,169,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
CORP_0001,19179,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
CORP_0001,19180,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
CORP_0001,19181,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
CORP_0001,10317,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
CORP_0001,10316,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
CORP_0001,10322,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
CORP_0001,10321,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
CORP_0001,2,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
CORP_0001,4,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
CORP_0001,3,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
CORP_0001,5,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
CORP_0001,43,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
CORP_0001,41,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
CORP_0001,44,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
CORP_0001,94,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
CORP_0001,154,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
CORP_0001,147,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
CORP_0001,149,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
CORP_0001,148,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
CORP_0001,146,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
CORP_0001,142,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
CORP_0001,143,False,DOMINIO_CORPORATIVO,greencodesoftware.com,alejandro.perez@greencodesoftware.com; enzo.migliaro+testmda@greencodesoftware.com; enzo.migliaro@greencodesoftware.com; estefania.bartolomeo@greencodesoftware.com; facundo.munoz@greencodesoftware.com; franco.pandolfo.capacitacion1@greencodesoftware.com; franco.pandolfo.capacitacion@greencodesoftware.com; franco.pandolfo@greencodesoftware.com; mauricio.malsenido@greencodesoftware.com; sebastian.alonso+test07@greencodesoftware.com; sebastian.alonso+testrampup4@greencodesoftware.com; sebastian.alonso+testrampup6@greencodesoftware.com; valeria.jacquier@greencodesoftware.com,BAJA,True,CONFLICTO_TAXID,50,15.0,0.0,23,94.0,
